id,scan_t1ce,scan_t2,scan_flair,scan_t1,label,center_x,center_y,center_z,x_extreme_min,x_extreme_max,y_extreme_min,y_extreme_max,z_extreme_min,z_extreme_max,x_size,y_size,z_size
00724-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00724-000/BraTS-GLI-00724-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00724-000/BraTS-GLI-00724-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00724-000/BraTS-GLI-00724-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00724-000/BraTS-GLI-00724-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00724-000/BraTS-GLI-00724-000-seg.nii.gz,100,82,92,68,131,41,124,61,130,63,83,69
01505-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01505-000/BraTS-GLI-01505-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01505-000/BraTS-GLI-01505-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01505-000/BraTS-GLI-01505-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01505-000/BraTS-GLI-01505-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01505-000/BraTS-GLI-01505-000-seg.nii.gz,137,92,101,106,172,50,134,62,135,66,84,73
01273-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01273-000/BraTS-GLI-01273-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01273-000/BraTS-GLI-01273-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01273-000/BraTS-GLI-01273-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01273-000/BraTS-GLI-01273-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01273-000/BraTS-GLI-01273-000-seg.nii.gz,88,125,116,77,101,113,139,103,131,24,26,28
00433-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00433-000/BraTS-GLI-00433-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00433-000/BraTS-GLI-00433-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00433-000/BraTS-GLI-00433-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00433-000/BraTS-GLI-00433-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00433-000/BraTS-GLI-00433-000-seg.nii.gz,110,118,103,89,130,91,145,86,125,41,54,39
00084-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00084-000/BraTS-GLI-00084-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00084-000/BraTS-GLI-00084-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00084-000/BraTS-GLI-00084-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00084-000/BraTS-GLI-00084-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00084-000/BraTS-GLI-00084-000-seg.nii.gz,77,130,87,57,102,88,172,58,113,45,84,55
00723-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00723-000/BraTS-GLI-00723-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00723-000/BraTS-GLI-00723-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00723-000/BraTS-GLI-00723-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00723-000/BraTS-GLI-00723-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00723-000/BraTS-GLI-00723-000-seg.nii.gz,158,128,64,129,185,94,165,35,95,56,71,60
01163-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01163-000/BraTS-GLI-01163-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01163-000/BraTS-GLI-01163-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01163-000/BraTS-GLI-01163-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01163-000/BraTS-GLI-01163-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01163-000/BraTS-GLI-01163-000-seg.nii.gz,135,120,77,105,159,75,157,50,116,54,82,66
01502-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01502-000/BraTS-GLI-01502-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01502-000/BraTS-GLI-01502-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01502-000/BraTS-GLI-01502-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01502-000/BraTS-GLI-01502-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01502-000/BraTS-GLI-01502-000-seg.nii.gz,144,173,93,120,181,131,207,55,131,61,76,76
01274-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01274-000/BraTS-GLI-01274-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01274-000/BraTS-GLI-01274-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01274-000/BraTS-GLI-01274-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01274-000/BraTS-GLI-01274-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01274-000/BraTS-GLI-01274-000-seg.nii.gz,92,165,64,62,118,136,203,45,87,56,67,42
01350-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01350-000/BraTS-GLI-01350-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01350-000/BraTS-GLI-01350-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01350-000/BraTS-GLI-01350-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01350-000/BraTS-GLI-01350-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01350-000/BraTS-GLI-01350-000-seg.nii.gz,165,113,57,147,182,86,142,36,81,35,56,45
01096-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01096-000/BraTS-GLI-01096-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01096-000/BraTS-GLI-01096-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01096-000/BraTS-GLI-01096-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01096-000/BraTS-GLI-01096-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01096-000/BraTS-GLI-01096-000-seg.nii.gz,144,168,89,119,177,132,206,47,134,58,74,87
00171-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00171-000/BraTS-GLI-00171-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00171-000/BraTS-GLI-00171-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00171-000/BraTS-GLI-00171-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00171-000/BraTS-GLI-00171-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00171-000/BraTS-GLI-00171-000-seg.nii.gz,154,114,47,130,186,80,161,24,71,56,81,47
01426-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01426-000/BraTS-GLI-01426-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01426-000/BraTS-GLI-01426-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01426-000/BraTS-GLI-01426-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01426-000/BraTS-GLI-01426-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01426-000/BraTS-GLI-01426-000-seg.nii.gz,161,121,61,134,189,85,164,34,90,55,79,56
01381-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01381-000/BraTS-GLI-01381-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01381-000/BraTS-GLI-01381-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01381-000/BraTS-GLI-01381-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01381-000/BraTS-GLI-01381-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01381-000/BraTS-GLI-01381-000-seg.nii.gz,80,145,94,53,109,104,185,64,126,56,81,62
00266-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00266-000/BraTS-GLI-00266-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00266-000/BraTS-GLI-00266-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00266-000/BraTS-GLI-00266-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00266-000/BraTS-GLI-00266-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00266-000/BraTS-GLI-00266-000-seg.nii.gz,87,133,71,56,129,86,179,35,103,73,93,68
00499-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00499-000/BraTS-GLI-00499-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00499-000/BraTS-GLI-00499-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00499-000/BraTS-GLI-00499-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00499-000/BraTS-GLI-00499-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00499-000/BraTS-GLI-00499-000-seg.nii.gz,94,164,68,65,121,120,204,37,110,56,84,73
00448-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00448-000/BraTS-GLI-00448-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00448-000/BraTS-GLI-00448-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00448-000/BraTS-GLI-00448-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00448-000/BraTS-GLI-00448-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00448-000/BraTS-GLI-00448-000-seg.nii.gz,137,175,83,114,168,144,212,47,123,54,68,76
01208-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01208-000/BraTS-GLI-01208-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01208-000/BraTS-GLI-01208-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01208-000/BraTS-GLI-01208-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01208-000/BraTS-GLI-01208-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01208-000/BraTS-GLI-01208-000-seg.nii.gz,85,114,47,56,107,81,154,24,75,51,73,51
01322-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01322-000/BraTS-GLI-01322-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01322-000/BraTS-GLI-01322-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01322-000/BraTS-GLI-01322-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01322-000/BraTS-GLI-01322-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01322-000/BraTS-GLI-01322-000-seg.nii.gz,133,108,119,121,163,90,130,95,136,42,40,41
01485-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01485-000/BraTS-GLI-01485-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01485-000/BraTS-GLI-01485-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01485-000/BraTS-GLI-01485-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01485-000/BraTS-GLI-01485-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01485-000/BraTS-GLI-01485-000-seg.nii.gz,159,110,84,138,181,91,139,60,109,43,48,49
01035-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01035-000/BraTS-GLI-01035-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01035-000/BraTS-GLI-01035-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01035-000/BraTS-GLI-01035-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01035-000/BraTS-GLI-01035-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01035-000/BraTS-GLI-01035-000-seg.nii.gz,118,132,20,111,127,124,142,2,34,16,18,32
00675-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00675-000/BraTS-GLI-00675-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00675-000/BraTS-GLI-00675-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00675-000/BraTS-GLI-00675-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00675-000/BraTS-GLI-00675-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00675-000/BraTS-GLI-00675-000-seg.nii.gz,170,106,52,156,187,80,136,38,68,31,56,30
00214-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00214-000/BraTS-GLI-00214-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00214-000/BraTS-GLI-00214-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00214-000/BraTS-GLI-00214-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00214-000/BraTS-GLI-00214-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00214-000/BraTS-GLI-00214-000-seg.nii.gz,83,153,94,56,109,119,179,57,127,53,60,70
01454-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01454-000/BraTS-GLI-01454-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01454-000/BraTS-GLI-01454-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01454-000/BraTS-GLI-01454-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01454-000/BraTS-GLI-01454-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01454-000/BraTS-GLI-01454-000-seg.nii.gz,161,125,90,119,186,84,162,47,128,67,78,81
01428-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01428-000/BraTS-GLI-01428-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01428-000/BraTS-GLI-01428-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01428-000/BraTS-GLI-01428-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01428-000/BraTS-GLI-01428-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01428-000/BraTS-GLI-01428-000-seg.nii.gz,146,113,80,116,175,73,152,44,119,59,79,75
00751-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00751-000/BraTS-GLI-00751-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00751-000/BraTS-GLI-00751-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00751-000/BraTS-GLI-00751-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00751-000/BraTS-GLI-00751-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00751-000/BraTS-GLI-00751-000-seg.nii.gz,143,135,67,115,175,102,190,41,93,60,88,52
00780-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00780-000/BraTS-GLI-00780-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00780-000/BraTS-GLI-00780-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00780-000/BraTS-GLI-00780-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00780-000/BraTS-GLI-00780-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00780-000/BraTS-GLI-00780-000-seg.nii.gz,158,131,59,132,184,84,178,28,89,52,94,61
00602-001,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00602-001/BraTS-GLI-00602-001-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00602-001/BraTS-GLI-00602-001-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00602-001/BraTS-GLI-00602-001-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00602-001/BraTS-GLI-00602-001-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00602-001/BraTS-GLI-00602-001-seg.nii.gz,142,147,93,88,171,111,187,69,124,83,76,55
00519-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00519-000/BraTS-GLI-00519-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00519-000/BraTS-GLI-00519-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00519-000/BraTS-GLI-00519-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00519-000/BraTS-GLI-00519-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00519-000/BraTS-GLI-00519-000-seg.nii.gz,152,140,67,126,179,107,187,41,100,53,80,59
01359-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01359-000/BraTS-GLI-01359-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01359-000/BraTS-GLI-01359-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01359-000/BraTS-GLI-01359-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01359-000/BraTS-GLI-01359-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01359-000/BraTS-GLI-01359-000-seg.nii.gz,144,154,69,119,176,116,186,46,99,57,70,53
00178-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00178-000/BraTS-GLI-00178-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00178-000/BraTS-GLI-00178-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00178-000/BraTS-GLI-00178-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00178-000/BraTS-GLI-00178-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00178-000/BraTS-GLI-00178-000-seg.nii.gz,146,134,77,106,181,94,171,45,111,75,77,66
01388-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01388-000/BraTS-GLI-01388-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01388-000/BraTS-GLI-01388-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01388-000/BraTS-GLI-01388-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01388-000/BraTS-GLI-01388-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-01388-000/BraTS-GLI-01388-000-seg.nii.gz,84,152,94,52,117,109,194,57,136,65,85,79
00756-000,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00756-000/BraTS-GLI-00756-000-t1c.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00756-000/BraTS-GLI-00756-000-t2w.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00756-000/BraTS-GLI-00756-000-t2f.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00756-000/BraTS-GLI-00756-000-t1n.nii.gz,../../DataSet/ASNR-MICCAI-BraTS2023-GLI-Challenge-TrainingData/BraTS-GLI-00756-000/BraTS-GLI-00756-000-seg.nii.gz,96,108,102,64,127,58,153,68,139,63,95,71
